"共有model数","item_name 中文","model_name 中文","目标价","model_image_susercontent","product_link","L2 中文","L3 中文","邀请码","model_id","final_1688_link","price judge","展示日期","item_id","item下最高价","特殊tag","日均销售额","日均单量","asp_tag_by_l1"
"1","Bajaj RE 前后轮缸总成 24151163、24151164","后部 #BA59","9.43","https://cf.shopee.ph/file/ph-11134207-7ras8-m4b4nukwg2jq19","http://shopee.ph/product/1418185144/27771969402","摩托车零配件","其他的","IVCN2026051811434","'233645817108","缺少","P1","'05-19","'27771969402","9.43","","20-40美金","20-40单","高价品"
"1","欧司朗32瓦车头灯泡,10个装,价格实惠。亮度高,寿命长。","欧司朗车头灯灯泡","9.38","https://cf.shopee.co.th/file/th-11134207-7r991-lp3hecseia2160","http://shopee.co.th/product/156690877/22988037661","摩托车零配件","灯光","IVCN2026051811590","'240083617568","缺少","P1","'05-19","'22988037661","9.38","","20-40美金","20-40单","高价品"
"1","Evo Protaper 车把 *80 厘米长 *带增高器（28 毫米）的车把 *1 套（车把、海绵垫和增高器）","银","9.38","https://cf.shopee.ph/file/sg-11134201-7rbk0-lkkr85pkie9le5","http://shopee.ph/product/306627670/21392047866","摩托车零配件","车身及车架","IVCN2026051811478","'235535365011","缺少","P1","'05-19","'21392047866","9.38","","20-40美金","20-40单","高价品"
"1","Arisun 子午线轮胎 100/90-12、110/90-12（无内胎）,适用于 Scoopyi 2022、Zoomer-X、Moove、Qbix、Giorno。泰国制造。","110/90-12","9.37","https://cf.shopee.co.th/file/th-11134207-7rasa-m790kr3eopyb96","http://shopee.co.th/product/62907880/24792547850","摩托车零配件","轮胎及配件","IVCN2026051810992","'215870755118","缺少","P1","'05-19","'24792547850","9.37","","20-40美金","20-40单","高价品"
"1","RCB 刹车片/碟片 S2 D2,适用于 R55 和 R1 卡钳","R1 Cal.、S2 D2 刹车片","9.33","https://cf.shopee.ph/file/ph-11134207-7r98v-lm1h86focjgvb1","http://shopee.ph/product/282390619/20693464936","摩托车零配件","制动系统","IVCN2026051811014","'217054630477","缺少","P1","'05-19","'20693464936","9.33","","20-40美金","20-40单","高价品"
"1","RCB 刹车片/碟片 S2 D2,适用于 R55 和 R1 卡钳","适用于 R55 Cal,S2 D2 的刹车片","9.27","https://cf.shopee.ph/file/ph-11134207-7r98v-lm1h86feecj58a","http://shopee.ph/product/282390619/20693464936","摩托车零配件","制动系统","IVCN2026051811016","'217054630478","缺少","P1","'05-19","'20693464936","9.33","","20-40美金","20-40单","高价品"
"1","✅AEROX V1✓原装前把手盖[B65-F6143-00]","✅AEROX V1✓原装前把手盖[B65-F6143-00]","9.32","https://cf.shopee.ph/file/ph-11134207-7r98u-ly0esqgqytep4e","http://shopee.ph/product/365029156/29005898183","摩托车零配件","车身及车架","IVCN2026051811038","'217667607955","缺少","P1","'05-19","'29005898183","9.32","","20-40美金","20-40单","高价品"
"1","化油器 MIO SPORTY 5VV 正品雅马哈","化油器 MIO SPORTY 5VV 正品雅马哈","9.29","https://cf.shopee.ph/file/93bc90f96a5106dc5d6e73eb8f2965be","http://shopee.ph/product/155258049/18216754409","摩托车零配件","燃油系统","IVCN2026051810488","'190919072868","缺少","P1","'05-19","'18216754409","9.29","","60-80美金","20-40单","高价品"
"1","AXK 902 双镜片摩托车头盔,男女通用全盔,带 ICC 认证,免费赠送包装盒和防尘袋","速度粉色,S","9.27","https://cf.shopee.ph/file/ph-11134207-7rask-m9zbwiilbh2rcc","http://shopee.ph/product/453217292/27152034697","摩托车头盔及配件","","IVCN2026051810135","'176512365176","缺少","P1","'05-19","'27152034697","9.27","6月最新热销！！","20-40美金","20-40单","高价品"
"1","适用于 WAVE125-I LED 2023-2025 的前置篮筐,含安装支架。（Wave 125i 前置篮筐）","适用于 WAVE125-I LED 2023-2025 的前置篮筐,含安装支架。（Wave 125i 前置篮筐）","9.26","https://cf.shopee.co.th/file/th-11134207-7rasc-m84m2laxz5u7c1","http://shopee.co.th/product/291559987/29231854123","摩托车零配件","其他的","IVCN2026051810866","'208380643393","缺少","P1","'05-19","'29231854123","9.26","","20-40美金","20-40单","高价品"
"2","2个通用3英寸100W黄色LED工作灯方形迷你防水驾驶灯雾灯","白色+黄色 1件","5.26","https://cf.shopee.ph/file/ph-11134207-7rasj-m6duv0en2lu30c","http://shopee.ph/product/1137054020/25707818469","摩托车零配件","灯光","IVCN202603173809","'205727950469","缺少","P1","'05-19","'25707818469","9.26","","20-40美金","20-40单","中价品"
"1","SEAMETAL 摩托车硅胶把套（2 件装）抽拉式设计,安装简便,防震防水","条纹方向盘 + 四轮刹车","9.25","https://cf.shopee.vn/file/sg-11134201-824jh-mf6al00a7pqm5a","http://shopee.vn/product/617021956/27092323088","摩托车零配件","其他的","IVCN2026051812424","'281785828532","缺少","P1","'05-19","'27092323088","9.25","","20-40美金","20-40单","高价品"
"1","AXK 全盔防尘防雾红绿紫蓝 902","蓝色,S","9.18","https://cf.shopee.ph/file/ph-11134207-7rasl-m9zby1zs4ttv35","http://shopee.ph/product/453217292/29936510966","摩托车头盔及配件","","IVCN2026051811896","'248413273396","缺少","P1","'05-19","'29936510966","9.2","6月最新热销！！","20-40美金","20-40单","高价品"
"1","（双包装）力魔燃油喷射系统清洁剂和发动机油清洁剂 80 毫升。内含清洁布和贴纸。","（双包装）力魔燃油喷射系统清洁剂和发动机油清洁剂 80 毫升。内含清洁布和贴纸。","9.2","https://cf.shopee.co.th/file/th-11134207-81ztn-mjl0uv3vjwu9d2","http://shopee.co.th/product/1324726967/26660327131","其他的","#VALUE!","IVCN2026051812363","'276781987209","缺少","P1","'05-19","'26660327131","9.2","","20-40美金","20-40单","高价品"
"1","适用于新款 Wave 110i（2011-2018）的黑色定制座椅。中等尺寸,时尚设计。由 Nut Eknathong 制造。","适用于新款 Wave 110i（2011-2018）的黑色定制座椅。中等尺寸,时尚设计。由 Nut Eknathong 制造。","9.2","https://cf.shopee.co.th/file/th-11134207-7r992-loij0s3vuodb8c","http://shopee.co.th/product/924297595/24651933524","摩托车配件","座椅及座椅套","IVCN202605188792","'118248011242","缺少","P1","'05-19","'24651933524","9.2","6月最新热销！！","20-40美金","20-40单","高价品"
"1","椭圆形盒式刹车总泵 1 套 通用型 右侧 Kiri 银/黑色","1套椭圆形银","9.14","https://cf.shopee.com.my/file/id-11134207-7rasl-m51hsmyemjnq43","http://shopee.com.my/product/418736717/27673603360","摩托车零配件","制动系统","IVCN2026051810380","'185724211987","缺少","P1","'05-19","'27673603360","9.14","","20-40美金","20-40单","高价品"
"1","9H纳米钢化、防刮擦、抗冲击手表 YAMAHA EXCITER 155 VVA v1 v2 - Y16ZR v1 v2 - 135LC V8","Y16ZR V1 V2","9.12","https://cf.shopee.com.my/file/vn-11134207-7ras8-m1824rin1v236a","http://shopee.com.my/product/441493692/28309697711","摩托车配件","贴纸、标志和徽章","IVCN202605188691","'109250997673","缺少","P1","'05-19","'28309697711","9.12","6月最新热销！！","20-40美金","20-40单","中价品"
"1","SMOK 新一代刹车总泵拉杆套装 BRC24 烟雾罐","烟雾罐","9.07","https://cf.shopee.ph/file/ph-11134207-7rasm-m99o0lq22jj548","http://shopee.ph/product/162075353/24294891144","摩托车零配件","制动系统","IVCN202605189247","'139359702925","缺少","P1","'05-19","'24294891144","9.07","","20-40美金","20-40单","高价品"
"1","【使用优惠码 15DD215 可享 12% 折扣】适用于 Wave 125R、S、X、I 和 Wave 100S（旧款标志）的本田原装 Wave 篮筐。可加装不锈钢篮筐衬套。（Wave 125LED 除外）","篮子 + 无灌木","9.06","https://cf.shopee.co.th/file/th-11134207-7rask-madm1s8ilwms55","http://shopee.co.th/product/220130189/21745516356","摩托车零配件","其他的","IVCN2026051810888","'212301076167","缺少","P1","'05-19","'21745516356","9.06","","20-40美金","20-40单","高价品"
"1","100% 原装 MHR 半盔 KURA-KURA 标志 TANAM 红色、蓝色、黑色、银色、灰色,带 BOGO 镜片","黑色头盔+面罩[烟灰色]","9.05","https://cf.shopee.com.my/file/my-11134207-7r98u-lsjaikul5e0441","http://shopee.com.my/product/183362629/24316945071","摩托车头盔及配件","","IVCN2026051810131","'176360405289","缺少","P1","'05-19","'24316945071","9.05","6月最新热销！！","20-40美金","20-40单","高价品"
"2","改进型最终传动齿轮/Lead 125 单链轮 14T-15T（4 气门）Lead 125 2023 款,Lead 125 4V。","14吨","9.03","https://cf.shopee.co.th/file/sg-11134201-7reqn-m8bk5q1kb4if00","http://shopee.co.th/product/150660764/27232512176","摩托车零配件","燃油系统","IVCN2026041052589","'243110882636","缺少","P1","'05-19","'27232512176","9.03","","20-40美金","20-40单","中价品"
"1","133M 电动滑板车铝合金三脚架 - 133M 三重夹具","铝制肩部 133米","9.01","https://cf.shopee.vn/file/vn-11134207-7ra0g-m6r0k4zsdni0e4","http://shopee.vn/product/974490681/25541989217","摩托车零配件","其他的","IVCN2026051811442","'233863395198","缺少","P1","'05-19","'25541989217","9.01","","300-500美金","20-40单","高价品"
"1","RCB M8合金通用型车把端盖","黑色的","8.99","https://cf.shopee.ph/file/ph-11134207-7rasm-m9r9x02a0axt55","http://shopee.ph/product/20340208/24288954359","摩托车配件","其他的","IVCN2026051811832","'247155176833","缺少","P1","'05-19","'24288954359","8.99","6月最新热销！！","20-40美金","20-40单","高价品"
"1","4气门缸盖摇臂,钢制摇臂,马来西亚制造,W125所有车型,耐高温,XJ76。","4气门缸盖摇臂,钢制摇臂,马来西亚制造,W125所有车型,耐高温,XJ76。","8.99","https://cf.shopee.co.th/file/th-11134207-7r98o-lu35a4rw15w173","http://shopee.co.th/product/1100174430/22863751356","摩托车零配件","燃油系统","IVCN2026051811162","'222483292221","缺少","P1","'05-19","'22863751356","8.99","","100-300美金","20-40单","高价品"
"6","适用于雅马哈 NMAX v2 v3 2020-2025 Turbo CNC 铝合金油箱盖","紫色的","8.97","https://cf.shopee.ph/file/sg-11134201-824jc-mdyg3ikgpog59d","http://shopee.ph/product/683657692/28840575277","摩托车零配件","燃油系统","IVCN2025111488519","'301275774630","缺少","P1","'05-19","'28840575277","8.97","","20-40美金","20-40单","中价品"
"6","适用于雅马哈 NMAX v2 v3 2020-2025 Turbo CNC 铝合金油箱盖","紫色的","8.97","https://cf.shopee.ph/file/sg-11134201-824jc-mdyg3ikgpog59d","http://shopee.ph/product/683657692/28840575277","摩托车零配件","燃油系统","IVCN2025111488519","'301275774630","缺少","P1","'05-19","'28840575277","8.97","","20-40美金","20-40单","中价品"
"6","适用于雅马哈 NMAX v2 v3 2020-2025 Turbo CNC 铝合金油箱盖","紫色的","8.97","https://cf.shopee.ph/file/sg-11134201-824jc-mdyg3ikgpog59d","http://shopee.ph/product/683657692/28840575277","摩托车零配件","燃油系统","IVCN2025111488519","'301275774630","缺少","P1","'05-19","'28840575277","8.97","","20-40美金","20-40单","中价品"
"1","适用于 Kenochi 排气管的通用消音器","适用于 Kenochi 排气管的通用消音器","8.97","https://cf.shopee.ph/file/ph-11134207-7ra0u-mcd7bw7ot3m12b","http://shopee.ph/product/25457805/24392311206","摩托车配件","其他的","IVCN2026051914223","'237467721620","缺少","P1","'05-19","'24392311206","8.97","","20-40美金","20-40单","高价品"
"1","雅马哈狙击手155 VERSION 3 液晶显示屏速度表（仅限破损和晒伤）维修套件","蓝股票","8.96","https://cf.shopee.ph/file/ph-11134207-7rask-m3egcw13rewf87","http://shopee.ph/product/142853065/28310689547","摩托车配件","速度表、里程表和仪表","IVCN2026051811682","'242185436786","缺少","P1","'05-19","'28310689547","8.96","6月最新热销！！","20-40美金","20-40单","高价品"
"1","高品质刹车卡钳支架,完美适配。日清（Nissin）刹车卡钳支架,适用于110i刹车卡钳,兼容带前叉和挡风玻璃的SONIC、W110i、W125S、R和i系列车型。","减震器 125 - 制动泵 125","8.95","https://cf.shopee.co.th/file/59fe8f57d32bf58623727ec77acb4bdf","http://shopee.co.th/product/311464734/10374036621","摩托车零配件","其他的","IVCN202512193335","'122509198568","缺少","P1","'05-19","'10374036621","8.95","","20-40美金","20-40单","中价品"
"2","适用于 Vespa Primavera Sprint 125 150 S125 Lx 125 LT LXV 的折叠式后脚踏板","blackPrimavera 春季","8.94","https://cf.shopee.com.my/file/my-11134207-7rask-mc7a0eycdt93ac","http://shopee.com.my/product/1568928126/40758524751","摩托车零配件","车身及车架","IVCN2026031710291","'265719297030","缺少","P1","'05-19","'40758524751","8.94","","20-40美金","20-40单","高价品"
"1","雅马哈 NMAX V2 / V2.1 - 脚踏板（骑行时位于侧面）","正确的","8.92","https://cf.shopee.ph/file/9891726c58b34735e753534063f95f9a","http://shopee.ph/product/277798609/8055490248","摩托车零配件","车身及车架","IVCN2026041043107","'127302787831","缺少","P1","'05-19","'8055490248","8.92","","20-40美金","20-40单","高价品"
"1","适用于 Vario 125/150 OldBEAT Scoopy PCX 150 的 TPS 和 iACV 传感器螺栓,不锈钢材质,HENG 品牌","TPS 和 iACV（3 件）","8.92","https://cf.shopee.ph/file/id-11134207-7r98o-lw4zvdf69x1p6e","http://shopee.ph/product/1247781941/26101785349","摩托车零配件","其他的","IVCN202605189845","'166507776472","缺少","P1","'05-19","'26101785349","8.92","","20-40美金","20-40单","中价品"
"1","RS8 SrF 离合器弹簧 Aerox / Nmax / Mio125 / Click / PCX / Mio / ADV","8卢比 1200转/分","8.91","https://cf.shopee.ph/file/ph-11134207-81zti-mi19jeol2k8w2c","http://shopee.ph/product/34314884/29315355877","摩托车零配件","传动系统、变速器和离合器","IVCN2026051810564","'195493319437","缺少","P1","'05-19","'29315355877","8.91","","20-40美金","20-40单","高价品"
"1","瑞典进口SKF高速轴承6000 6001 6002 6003 6004 6005 6006-2Z/C3 2RS1","6001-2RSH 橡胶密封件","8.91","https://cf.shopee.ph/file/sg-11134201-7rdy9-lzlngfq9rqivf4","http://shopee.ph/product/968531965/28411404300","摩托车零配件","传动系统、变速器和离合器","IVCN2026051811950","'251602926692","缺少","P1","'05-19","'28411404300","8.91","","40-60美金","20-40单","中价品"
"1","Hoco CA73 手机支架,适用于摩托车、自行车和婴儿车。现货供应。","Hoco CA73 手机支架,适用于摩托车、自行车和婴儿车。现货供应。","8.91","https://cf.shopee.co.th/file/th-11134207-81ztc-menvidd3zs3q5b","http://shopee.co.th/product/374944741/16469641889","摩托车配件","手机支架","IVCN202605189727","'162856864551","缺少","P1","'05-19","'16469641889","8.91","6月最新热销！！","20-40美金","20-40单","中价品"
"1","油封防尘密封圈（倒置式）CRF 150,前叉密封套件 CRF 150L 原装","密封油 + 密封粉尘","8.89","https://cf.shopee.ph/file/id-11134207-81ztm-mf2r4ocalszze3","http://shopee.ph/product/358924071/18308208684","摩托车零配件","其他的","IVCN202605189737","'163076978351","缺少","P1","'05-19","'18308208684","8.89","","20-40美金","20-40单","中价品"
"1","STARX125 链条盖 下/上 1套 MOTORSTAR 摩托车配件","STARX125 链条盖 下/上 1套 MOTORSTAR 摩托车配件","8.87","https://cf.shopee.ph/file/4ef24948d7080ac9ac9c5a163b5547ae","http://shopee.ph/product/125787292/4809075061","摩托车零配件","车身及车架","IVCN202605199145","'22844949164","缺少","P1","'05-19","'4809075061","8.87","","20-40美金","20-40单","高价品"
"1","🇹🇭GT动力离合器总成套装 BEAT POP / BEAT FI 泰国制造","BEAT FI / K44","8.82","https://cf.shopee.ph/file/ph-11134201-23020-zpmews4hnnnv1b","http://shopee.ph/product/233058075/22525370267","摩托车零配件","传动系统、变速器和离合器","IVCN2026051811118","'220992556406","缺少","P1","'05-19","'22525370267","8.82","","20-40美金","20-40单","高价品"
"2","适用于 Smash115 碳钢摩托车踏板格栅","black/smash115","6.78","https://cf.shopee.ph/file/ph-11134207-23010-dq8pstlouxmv49","http://shopee.ph/product/286427651/3030576611","摩托车零配件","车身及车架","IVCN2026041047225","'146568048417","缺少","P1","'05-19","'3030576611","8.8","","20-40美金","20-40单","高价品"
"1","适用于 Mio115i、Mio125、新款 Mio、老款 Mio、MIO-MX、Mio125-125i、SPARK135、NOUVO 的左右开关套装（左+右）。（Mio 和 Nouvo 的车把开关）","1","8.76","https://cf.shopee.co.th/file/sg-11134201-82611-mjqvhb5unv9c29","http://shopee.co.th/product/258466836/28157973761","摩托车零配件","点火和发动机部件","IVCN2026051811944","'251384532530","缺少","P1","'05-19","'28157973761","8.76","","40-60美金","20-40单","中价品"
"1","WAVE125S,I（数字速度表型号）的前后轮毂,100% 本田原厂零件。","WAVE125S,I（数字速度表型号）的前后轮毂,100% 本田原厂零件。","8.76","https://cf.shopee.co.th/file/978cef17e09c73f9b3ba7c31a47f8bd1","http://shopee.co.th/product/95349425/10451082782","摩托车零配件","其他的","IVCN202605188866","'120612477486","缺少","P1","'05-19","'10451082782","8.76","","20-40美金","20-40单","高价品"
"1","罗西图案全盔儿童头盔,适合2-6岁儿童,全皮材质","罗西图案全盔儿童头盔,适合2-6岁儿童,全皮材质","8.7","https://cf.shopee.com.my/file/id-11134207-8224x-midjpld2qhabaf","http://shopee.com.my/product/1291084445/57553239717","摩托车头盔及配件","","IVCN2026051813023","'400312259436","缺少","P1","'05-19","'57553239717","8.7","6月最新热销！！","20-40美金","20-40单","高价品"
"1","RS,Wave A 高端腕表","RS,Wave A 高端腕表","8.69","https://cf.shopee.vn/file/vn-11134207-7ras8-m60vqzzy4zp4d2","http://shopee.vn/product/498944364/25265047250","摩托车配件","速度表、里程表和仪表","IVCN2026051810742","'204928593606","缺少","P1","'05-19","'25265047250","8.69","6月最新热销！！","20-40美金","20-40单","高价品"
"1","老款SONIC车型蓝色前大灯,蓝色底座,菱形透镜,原装配件。","老款SONIC车型蓝色前大灯,蓝色底座,菱形透镜,原装配件。","8.66","https://cf.shopee.co.th/file/2c86f7c18ba69f1e0634241b0147a359","http://shopee.co.th/product/250482581/11285359024","摩托车零配件","灯光","IVCN202605187220","'58298187401","缺少","P1","'05-19","'11285359024","8.66","","20-40美金","20-40单","中价品"
"1","适用于GIORNO+/LEAD-125/PCX-160/CLICK-160/SCOOPY NEW2025的CNC铝制点火开关盖。厚铝材质,阳极氧化处理,设计精美。","钱","7.63","https://cf.shopee.co.th/file/th-11134207-7ra0j-mdp1hcqeyhdq11","http://shopee.co.th/product/237200741/44164400793","摩托车配件","其他的","IVCN2026051812252","'266187149532","缺少","P1","'05-19","'44164400793","8.64","6月最新热销！！","20-40美金","20-40单","高价品"
"1","适用于GIORNO+/LEAD-125/PCX-160/CLICK-160/SCOOPY NEW2025的CNC铝制点火开关盖。厚铝材质,阳极氧化处理,设计精美。","紫色的","3.31","https://cf.shopee.co.th/file/th-11134207-7ra0m-mdp1hcq4yvzycf","http://shopee.co.th/product/237200741/44164400793","摩托车配件","其他的","IVCN2026051812254","'266187149534","缺少","P1","'05-19","'44164400793","8.64","6月最新热销！！","20-40美金","20-40单","中价品"
"239","适用于 Wave 125-i（T 系列,2025-2026 款）的侧整流罩。产品代码：THK3FGR64320TA。适用于 2025 年 8 月之后生产的车型。","适用于 Wave 125-i（T 系列,2025-2026 款）的侧整流罩。产品代码：THK3FGR64320TA。适用于 2025 年 8 月之后生产的车型。","8.61","https://cf.shopee.co.th/file/th-11134207-81ztl-me6kwh2xqjuu6e","http://shopee.co.th/product/953727171/41517226422","其他的","#VALUE!","#N/A","'286420544423","缺少","P1","'05-19","'41517226422","8.61","","20-40美金","20-40单","高价品"
"1","Juliefashion 迷你 12V 11LED 摩托车后刹车灯,山地车尾灯,摩托车牌照灯,装饰灯 K1Z8","红壳","8.58","https://cf.shopee.vn/file/sg-11134201-7reog-m28fphb42zzqde","http://shopee.vn/product/133255942/29216655665","摩托车零配件","灯光","IVCN202605188674","'108502174540","缺少","P1","'05-19","'29216655665","8.58","","20-40美金","20-40单","中价品"
"1","RCB刹车总泵盖螺栓/椭圆形不锈钢盒（2个）","恒六角形","8.51","https://cf.shopee.ph/file/id-11134207-7rasc-m4ro5q8rs6j4fe","http://shopee.ph/product/1247781941/25234589930","摩托车零配件","其他的","IVCN202605189229","'139205120458","缺少","P1","'05-19","'25234589930","8.51","","20-40美金","20-40单","中价品"
"1","ESPADA 张紧器导轨 CNC Racing EX5 DREAM WAVE100 WAVE110 张紧器导轨正时链条凸轮静音 Bunyi Sunyi","CNC赛车蓝","8.48","https://cf.shopee.com.my/file/sg-11134201-7rfg5-m9qqyphcdemx75","http://shopee.com.my/product/53183036/42750803854","摩托车零配件","传动系统、变速器和离合器","IVCN2026051812174","'260064584497","缺少","P1","'05-19","'42750803854","8.48","","20-40美金","20-40单","高价品"
"1","适用于 CLICK 125i（2015-2017 款）的尾灯总成 # 4631-093-ZRD","4631-093-ZRD","8.47","https://cf.shopee.co.th/file/61f6ef456d896de6d63af1dec45459e3","http://shopee.co.th/product/159561914/2378970047","摩托车零配件","灯光","IVCN2026051810464","'188189723163","缺少","P1","'05-19","'2378970047","8.47","","20-40美金","20-40单","中价品"
"1","Yamaha Xmax V1、V2、V3 后挡泥板、后挡泥板","后部饥饿 V2、V1","8.46","https://cf.shopee.com.my/file/sg-11134202-7rbkt-lpgt2yk3t1ut37","http://shopee.com.my/product/29864571/25804020932","摩托车配件","挡泥板和防溅板","IVCN2026051810189","'178001492746","缺少","P1","'05-19","'25804020932","8.46","6月最新热销！！","20-40美金","20-40单","高价品"
"1","恒牌传感器盘,适用于NMAX、AEROX、XMAX和LEXI 125（速度表盘）CNC加工","白色带CNC螺栓","8.39","https://cf.shopee.ph/file/ph-11134207-7rask-m6jc6gc02jyt91","http://shopee.ph/product/459258068/15615467744","摩托车配件","速度表、里程表和仪表","IVCN2026051911207","'147111749644","缺少","P1","'05-19","'15615467744","8.39","","20-40美金","20-40单","高价品"
"2","多米诺开关 白色 防水喇叭/远近光/辅助灯/前大灯/开/关 通用型","红灯","1.74","https://cf.shopee.ph/file/cn-11134207-7ras8-m23l93rckowbae","http://shopee.ph/product/1128851024/28216336319","摩托车零配件","喇叭和配件","IVCN2026041044084","'139123771872","缺少","P1","'05-19","'28216336319","8.37","","20-40美金","20-40单","高价品"
"1","Salaya 304不锈钢盘戒指_Salaya盘戒指套装包含戒指和3个扣件_所有Salaya产品均闪亮","Salaya 304不锈钢盘戒指_Salaya盘戒指套装包含戒指和3个扣件_所有Salaya产品均闪亮","8.37","https://cf.shopee.ph/file/vn-11134207-7qukw-lfve2i1bdszb85","http://shopee.ph/product/965562570/22940279630","摩托车零配件","制动系统","IVCN2026051811466","'235130547808","缺少","P1","'05-19","'22940279630","8.37","","20-40美金","20-40单","中价品"
"2","维京安全钢缆锁 - 适用于自行车、摩托车、门锁,防盗,密码锁,带钥匙","8x1800 编织线","8.37","https://cf.shopee.ph/file/ph-11134207-7ra0s-mc9f82kbjxbv6a","http://shopee.ph/product/190350399/10203835267","摩托车配件","锁具与安防","IVCN2026031711367","'136690705537","缺少","P1","'05-19","'10203835267","8.37","6月最新热销！！","20-40美金","20-40单","中价品"
"1","梦想,波浪启动马达","梦想,波浪启动马达","8.3","https://cf.shopee.vn/file/0304f6ee5c35e531779105ca10657f75","http://shopee.vn/product/134319220/5914337436","摩托车零配件","点火和发动机部件","IVCN202605187328","'72107366402","缺少","P1","'05-19","'5914337436","8.3","","20-40美金","20-40单","高价品"
"1","适用于Mio smile运动型摩托车的转向灯灯座,一套完整,编号28D","适用于Mio smile运动型摩托车的转向灯灯座,一套完整,编号28D","8.26","https://cf.shopee.ph/file/id-11134207-7r98u-llucy8q9t2mmc5","http://shopee.ph/product/568473777/26134324363","摩托车零配件","灯光","IVCN2026051811742","'243251854415","缺少","P1","'05-19","'26134324363","8.26","","20-40美金","20-40单","中价品"
"1","适用于 Wave 125S/R 的速度传感器,公里/小时速度表,Karisma Supra X 125,37700-kph-901","适用于 Wave 125S/R 的速度传感器,公里/小时速度表,Karisma Supra X 125,37700-kph-901","8.24","https://cf.shopee.co.th/file/cn-11134207-7ras8-mbqwgi2oyf6318","http://shopee.co.th/product/1420189666/42507207142","摩托车配件","速度表、里程表和仪表","IVCN2026051812578","'290610091452","缺少","P1","'05-19","'42507207142","8.24","6月最新热销！！","40-60美金","20-40单","中价品"
"1","A型前大灯,带17个LED灯泡（含螺丝和安装支架）","黑色的","8.22","https://cf.shopee.vn/file/vn-11134207-7ra0g-m7le6sxp43nnb8","http://shopee.vn/product/35898852/26530341689","摩托车零配件","灯光","IVCN2026051914781","'249056440318","缺少","P1","'05-19","'26530341689","8.22","","20-40美金","20-40单","高价品"
"1","雅马哈 Y125ZR 车把 0 5BU-F6210-00 COMP 转向手铁 Y125 Y125Z 雅马哈","5BU-F6210-00（头部）","8.2","https://cf.shopee.com.my/file/my-11134207-7r98x-lldabxasiiic99","http://shopee.com.my/product/79694074/1501410009","摩托车零配件","车身及车架","IVCN202605186946","'25778772411","缺少","P1","'05-19","'1501410009","8.2","","20-40美金","20-40单","高价品"
"1","MotoShark V6升级版2个迷你驾驶灯,双色远近光,白黄光束,适用于摩托车和汽车","V6 -（2件）","8.18","https://cf.shopee.ph/file/ph-11134207-81ztp-mil3spog47pi9f","http://shopee.ph/product/1610685451/50450916955","摩托车零配件","灯光","IVCN2026051812438","'282130443295","缺少","P1","'05-19","'50450916955","8.18","","20-40美金","20-40单","高价品"
"1","安全杆安装螺栓套装,W125S-R,恒牌数控加工。","防脱落螺母 C1,W125S-R","8.14","https://cf.shopee.co.th/file/th-11134207-7r98z-ls1i0fr7vf5a60","http://shopee.co.th/product/43832195/24014707093","摩托车配件","其他的","IVCN202605189348","'147205859294","缺少","P1","'05-19","'24014707093","8.14","6月最新热销！！","20-40美金","20-40单","高价品"
"3","适用于雅马哈 NMAX V2 V3 155 XMAX 300/250 摩托车的改装后视镜挂钩,铝合金折叠挂钩","黑色的","8.12","https://cf.shopee.vn/file/cn-11134207-7qukw-lk1zdd6ikrn8ba","http://shopee.vn/product/1028127242/18891560005","摩托车配件","镜子及配件","IVCN202605188689","'108972266800","缺少","P1","'05-19","'18891560005","8.12","6月最新热销！！","20-40美金","20-40单","高价品"
"3","适用于雅马哈 NMAX V2 V3 155 XMAX 300/250 摩托车的改装后视镜挂钩,铝合金折叠挂钩","黑色的","8.12","https://cf.shopee.vn/file/cn-11134207-7qukw-lk1zdd6ikrn8ba","http://shopee.vn/product/1028127242/18891560005","摩托车配件","镜子及配件","IVCN202605188689","'108972266800","缺少","P1","'05-19","'18891560005","8.12","6月最新热销！！","20-40美金","20-40单","高价品"
"3","适用于雅马哈 NMAX V2 V3 155 XMAX 300/250 摩托车的改装后视镜挂钩,铝合金折叠挂钩","黑色的","8.12","https://cf.shopee.vn/file/cn-11134207-7qukw-lk1zdd6ikrn8ba","http://shopee.vn/product/1028127242/18891560005","摩托车配件","镜子及配件","IVCN202605188689","'108972266800","缺少","P1","'05-19","'18891560005","8.12","6月最新热销！！","20-40美金","20-40单","高价品"
"1","Uni Art Yamaha Ego Solariz 篮 Bakul 高品质","Uni Art Yamaha Ego Solariz 篮 Bakul 高品质","8.1","https://cf.shopee.ph/file/0b8155429475dfe5cfad0b9668cad50d","http://shopee.ph/product/727964259/14071173938","摩托车配件","盒子和箱子","IVCN202605189506","'153586200147","缺少","P1","'05-19","'14071173938","8.1","6月最新热销！！","20-40美金","20-40单","高价品"
"1","适用于 Sniper 150 的尾灯 YAMAHA R3 MT03 RGB 26模式烟熏灯罩 LED 鲜艳色彩插头 An GT68","26 种模式","8.09","https://cf.shopee.ph/file/ph-11134207-7rasf-m9oa0eyacrhvea","http://shopee.ph/product/1344654052/43050599819","摩托车零配件","灯光","IVCN2026051812379","'280048169354","缺少","P1","'05-19","'43050599819","8.09","","20-40美金","20-40单","高价品"
